Date,Region,Weather_Score,Average_Severity
2016-04-24,West Coast,0.5097815315926265,2.235294117647059
2016-04-24,West Coast,0.4778431827133647,3.0
2016-04-24,West Coast,0.4657437804241312,2.333333333333333
2016-04-25,West Coast,0.4104219699491597,2.543859649122807
2016-04-25,West Coast,0.4667672306374951,2.4375
2016-04-25,West Coast,0.4545127905209659,2.333333333333333
2016-04-25,Mid Atlantic,0.4184145135634866,2.0
2016-04-25,Mid Atlantic,0.4359233002869465,2.0
2016-04-26,West Coast,0.3423281797553416,2.5
2016-04-26,West Coast,0.4401172053485424,2.466666666666667
2016-04-26,West Coast,0.4487983723682009,2.333333333333333
2016-04-26,Mid Atlantic,0.3883804649756223,2.0
2016-04-26,Mid Atlantic,0.4423485718553815,2.0
2016-04-26,Mid Atlantic,0.4258819633536209,2.0
2016-04-27,West Coast,0.508866283135619,2.5428571428571427
2016-04-27,West Coast,0.4711033820837084,2.7142857142857144
2016-04-27,West Coast,0.3915078222707385,2.5
2016-04-27,Mid West,0.432236517418199,2.0
2016-04-27,Mid Atlantic,0.4095499578780433,2.5
2016-04-27,Mid Atlantic,0.3940609479541134,2.25
2016-04-27,Mid Atlantic,0.4340408205271538,2.0
2016-04-28,West Coast,0.45149465711281,2.5396825396825395
2016-04-28,West Coast,0.4041792944339598,2.5
2016-04-28,West Coast,0.5011153685546423,2.2857142857142856
2016-04-28,Mid Atlantic,0.5505753569220904,2.0
2016-04-28,Mid Atlantic,0.495536328857601,2.0
2016-04-29,West Coast,0.4358563576945925,2.5588235294117645
2016-04-29,West Coast,0.4575370271234841,2.393939393939394
2016-04-29,West Coast,0.4510526219690325,2.1666666666666665
2016-04-29,New England,0.460300649515125,2.0
2016-04-29,Mid Atlantic,0.4160921350411781,2.0
2016-04-29,Mid Atlantic,0.4602980080921249,2.0
2016-04-30,West Coast,0.4319017739196067,2.56
2016-04-30,West Coast,0.4609604307538193,3.0
2016-07-01,South West,0.4595175438596488,3.25
2016-07-01,West Coast,0.4699037999037998,2.586206896551724
2016-07-01,West Coast,0.4908254577275162,2.75
2016-07-01,West Coast,0.4652914659074315,3.0
2016-07-01,South,0.4411895473929064,2.0
2016-07-01,South,0.4321017599277962,2.55
2016-07-01,South,0.4902188876651988,2.608695652173913
2016-07-01,Mid West,0.4304776422764216,3.0
2016-07-01,Great Plains,0.5018090183093115,3.0
2016-07-01,Great Plains,0.5018090183093115,3.0
2016-07-01,New England,0.4930660482945787,2.5
2016-07-01,Mid West,0.5023352522827313,2.8181818181818183
2016-07-01,Mid West,0.5035234860390025,2.2
2016-07-01,South,0.5002944471771323,2.0526315789473686
2016-07-01,South West,0.4071762683151926,2.0
2016-07-01,South West,0.3744528485491858,2.6666666666666665
2016-07-01,Mid Atlantic,0.5418450064850833,2.625
2016-07-01,Mid Atlantic,0.4677432463369975,2.0
2016-07-01,Mid Atlantic,0.4493455448119182,2.25
2016-07-01,South,0.4613732799395676,2.5
2016-07-01,South West,0.4514389592185379,2.41025641025641
2016-07-01,South West,0.4203230805913219,2.2241379310344827
2016-07-01,South West,0.4493425732809486,2.259259259259259
2016-07-01,West Coast,0.440291813898704,2.125
2016-07-02,South West,0.4289907015065918,2.0
2016-07-02,South West,0.4289907015065918,2.0
2016-07-02,South West,0.4788829685099862,4.0
2016-07-02,West Coast,0.4886010255741699,2.642857142857143
2016-07-02,West Coast,0.4420177805451772,2.75
2016-07-02,West Coast,0.4804445252605396,2.0
2016-07-02,South,0.4039825374685478,2.8
2016-07-02,Mid West,0.426178955453149,2.6
2016-07-02,Mid West,0.4445688218854133,2.6666666666666665
2016-07-02,Mid West,0.5172382416787267,2.1666666666666665
2016-07-02,South West,0.4428466045209796,2.333333333333333
2016-07-02,South West,0.4682257203842038,2.1818181818181817
2016-07-02,South West,0.4577407021202627,2.083333333333333
2016-07-02,West Coast,0.4910540942945207,2.125
2016-07-03,South West,0.4553178601212617,2.0
2016-07-03,West Coast,0.4411774025199422,2.4827586206896552
2016-07-03,West Coast,0.4050603693181823,2.8
2016-07-03,West Coast,0.4582707116303774,2.8
2016-07-03,South,0.4924306078087092,2.583333333333333
2016-07-03,South,0.4426558041287672,3.0
2016-07-03,Mid West,0.4130386254582307,2.6666666666666665
2016-07-03,Mid West,0.4642669753086426,3.0
2016-07-03,Mid West,0.4546626008262835,2.0
2016-07-03,Mid West,0.5663165266106422,2.0
2016-07-03,South West,0.4760206462296067,2.0
2016-07-03,Mid Atlantic,0.4838855617455891,3.333333333333333
2016-07-03,South,0.4248260547742421,2.0
2016-07-03,South West,0.4772830306619292,2.25
2016-07-03,South West,0.4652352559074414,2.074074074074074
2016-07-03,West Coast,0.4489978915085299,2.6666666666666665
2016-07-04,South West,0.4176657795920667,2.0
2016-07-04,West Coast,0.4523443184574345,2.466666666666667
2016-07-04,West Coast,0.4611778943942723,3.0
2016-07-04,West Coast,0.5036712549603176,2.2
2016-07-04,South,0.494757510440523,2.333333333333333
2016-07-04,South,0.5164480382840062,2.421052631578948
2016-07-04,South,0.5088658675799088,2.8
2016-07-04,Mid West,0.3899640400250129,2.5625
2016-07-04,Mid West,0.4037191562018059,2.0
2016-07-04,Great Plains,0.4783801918338621,2.0
2016-07-04,Great Plains,0.4783801918338621,2.0
2016-07-04,Mid West,0.472832459281999,2.375
2016-07-04,Mid West,0.5609658195429476,2.0
2016-07-04,South,0.4843713825221278,2.0
2016-07-04,South West,0.4368096824539295,2.5
2016-07-04,Mid Atlantic,0.4549206962917139,3.0
2016-07-04,Mid Atlantic,0.4471565845407395,2.0
2016-07-04,Mid Atlantic,0.4793682455251605,2.0
2016-07-04,South,0.4753757788162001,2.333333333333333
2016-07-04,South West,0.4180235933806139,2.389610389610389
2016-07-04,South West,0.4352946953741383,2.268292682926829
2016-07-04,South West,0.50493243105487,2.2222222222222223
2016-07-04,West Coast,0.4283744170552967,2.1818181818181817
2016-07-05,South West,0.4590530058177115,2.333333333333333
2016-07-05,West Coast,0.4410936850851681,2.453333333333333
2016-07-05,West Coast,0.4201371086770757,2.4482758620689653
2016-07-05,West Coast,0.4836234313219858,2.555555555555556
2016-07-05,Rocky Mountains,0.4370205362777075,2.833333333333333
2016-07-05,South,0.4469340193704592,2.0
2016-07-05,South,0.5086136933746489,2.419354838709677
2016-07-05,South,0.4850976624663235,2.0
2016-07-05,South,0.4850976624663235,2.0
2016-07-05,South,0.3964798850574714,2.588235294117647
2016-07-05,Mid West,0.4813346354166671,2.5
2016-07-05,Mid West,0.4510951450892826,2.0
2016-07-05,Great Plains,0.4659552845528458,3.0
2016-07-05,Great Plains,0.4659552845528458,3.0
2016-07-05,New England,0.3839652236117776,2.5
2016-07-05,Mid West,0.4570118589743593,2.6153846153846154
2016-07-05,Mid West,0.4157536832806126,2.0
2016-07-05,South,0.4292570334757828,2.0
2016-07-05,South West,0.389325550485996,2.0
2016-07-05,South West,0.4530149322828352,2.0
2016-07-05,Mid Atlantic,0.4486542561291308,2.125
2016-07-05,West Coast,0.4646038600981013,3.25
2016-07-05,Mid Atlantic,0.5012934027777758,2.25
2016-07-05,Mid Atlantic,0.4416697944240327,2.5
2016-07-05,South,0.4592229554865422,2.333333333333333
2016-07-05,South West,0.4417649223349621,2.396551724137931
2016-07-05,South West,0.520075757575758,2.242424242424242
2016-07-05,West Coast,0.3990650406504062,2.0454545454545454
2016-07-06,South West,0.4913798677867257,2.0
2016-07-06,West Coast,0.4626622889305822,2.4788732394366195
2016-07-06,West Coast,0.457260052435099,2.4285714285714284
2016-07-06,West Coast,0.4009797887338765,2.833333333333333
2016-07-06,Rocky Mountains,0.511114805074411,2.5
2016-07-06,Rocky Mountains,0.511114805074411,2.5
2016-07-06,South,0.4247215113065617,2.333333333333333
2016-07-06,South,0.4309620708748622,2.2
2016-07-06,South,0.5147847150556113,2.333333333333333
2016-07-06,Mid West,0.4299237995010912,2.7777777777777777
2016-07-06,Mid West,0.4364800063048645,3.0
2016-07-06,Great Plains,0.5142187400166107,2.0
2016-07-06,Great Plains,0.5142187400166107,2.0
2016-07-06,New England,0.3948920611595117,3.0
2016-07-06,Mid West,0.4608663808209576,2.0
2016-07-06,Mid West,0.4608663808209576,2.0
2016-07-06,Mid West,0.4709002835538754,2.411764705882353
2016-07-06,Mid West,0.4375502496940733,2.0
2016-07-06,South West,0.4835576089757097,3.0
2016-07-06,South West,0.4900202171715526,2.0
2016-07-06,Mid Atlantic,0.4635476190476185,2.0
2016-07-06,Mid Atlantic,0.4331747287522601,2.333333333333333
2016-07-06,Mid Atlantic,0.4434438775510198,2.111111111111111
2016-07-06,South,0.4522097542082278,2.0
2016-07-06,South West,0.4673863810839865,2.224489795918368
2016-07-06,South West,0.4679907782014347,2.225
2016-07-06,South West,0.5244971435668163,2.3703703703703702
2016-07-06,West Coast,0.4746077241255285,2.0384615384615383
2016-07-07,South West,0.4455520679468246,2.25
2016-07-07,West Coast,0.3732154818821947,2.548387096774193
2016-07-07,West Coast,0.5343624949979988,2.533333333333333
2016-07-07,West Coast,0.4607173348181141,2.0
2016-07-07,Rocky Mountains,0.4821062081857537,2.0
2016-07-07,New England,0.5046002472937666,2.0
2016-07-07,New England,0.5046002472937666,2.0
2016-07-07,South,0.5110003623188404,2.333333333333333
2016-07-07,South,0.4696820816286782,2.08
2016-07-07,South,0.4696820816286782,2.08
2016-07-07,South,0.5095985958485967,2.75
2016-07-07,Mid West,0.4657825203252029,2.875
2016-07-07,Mid West,0.4415074309978773,2.6
2016-07-07,New England,0.4365472472097285,2.0
2016-07-07,Mid West,0.4875845831573008,2.2222222222222223
2016-07-07,Mid West,0.4319479462864137,2.0
2016-07-07,Mid West,0.4874026100162463,2.333333333333333
2016-07-07,South,0.4182910722343717,2.0
2016-07-07,South West,0.4149140734654761,2.0
2016-07-07,South West,0.5032592528202748,2.0
2016-07-07,Mid Atlantic,0.4917618424220537,2.0
2016-07-07,Mid Atlantic,0.4663291878266671,2.2857142857142856
2016-07-07,Mid Atlantic,0.5014260563380281,3.0
2016-07-07,South,0.4501808896525382,2.0
2016-07-07,South West,0.489483710352485,2.388059701492537
2016-07-07,South West,0.4959523809523815,2.2777777777777777
2016-07-07,South West,0.4873714322685597,2.0869565217391304
2016-07-07,West Coast,0.4942277391935321,2.210526315789474
2016-07-08,South West,0.4388380481435089,2.0
2016-07-08,West Coast,0.4873685622317598,2.4285714285714284
2016-07-08,West Coast,0.4463270944741536,2.555555555555556
2016-07-08,West Coast,0.464367726920093,2.0
2016-07-08,Rocky Mountains,0.435099737219303,2.0
2016-07-08,Rocky Mountains,0.435099737219303,2.0
2016-07-08,South,0.4730983256074169,2.0
2016-07-08,South,0.4515908562121924,2.53125
2016-07-08,South,0.5095535039825938,3.0
2016-07-08,South,0.5095535039825938,3.0
2016-07-08,South,0.4650420800850465,2.655172413793104
2016-07-08,Mid West,0.4970517701418726,2.5789473684210527
2016-07-08,Mid West,0.5120727580372246,2.0
2016-07-08,Great Plains,0.5561265173225227,2.0
2016-07-08,Great Plains,0.5561265173225227,2.0
2016-07-08,New England,0.4921264975334764,2.5
2016-07-08,Mid West,0.4861792079548587,2.7058823529411766
2016-07-08,Mid West,0.4606619580285874,2.0
2016-07-08,South,0.4859195402298855,2.0
2016-07-08,South West,0.4369468745711546,2.5
2016-07-08,South West,0.3986050958845069,2.0
2016-07-08,Mid Atlantic,0.4424984096692114,2.125
2016-07-08,West Coast,0.4425106157112529,2.6666666666666665
2016-07-08,Mid Atlantic,0.4075952587282207,2.111111111111111
2016-07-08,Mid Atlantic,0.4075952587282207,2.111111111111111
2016-07-08,Mid Atlantic,0.5209521313766594,2.0
2016-07-08,South,0.4923540437298679,2.0
2016-07-08,South West,0.4864297103534265,2.217391304347826
2016-07-08,South West,0.4571618327676639,2.189873417721519
2016-07-08,West Coast,0.4597158580413287,2.3461538461538463
2016-07-08,West Coast,0.5023255239224986,2.0
2016-07-09,West Coast,0.5045639511034533,2.55
2016-07-09,South,0.4729174677286452,3.0
2016-07-09,South,0.4100813166796786,3.0
2016-07-09,Mid West,0.5173795681063127,2.6
2016-07-09,Mid West,0.485315285931725,2.888888888888889
2016-07-09,Mid West,0.4932319534403456,3.0
2016-07-09,Mid West,0.4386733682983684,2.0
2016-07-09,Mid Atlantic,0.4757231845307308,3.0
2016-07-09,Mid Atlantic,0.4602672955974838,3.0
2016-07-09,South West,0.466969350847135,2.25
2016-07-09,South West,0.4313229460554507,2.321428571428572
2016-07-09,West Coast,0.5341224122089168,2.857142857142857
2016-07-10,South West,0.4883935523572696,4.0
2016-07-10,South West,0.4883935523572696,4.0
2016-07-10,South West,0.5098341506738231,3.333333333333333
2016-07-10,West Coast,0.498263337376422,2.4285714285714284
2016-07-10,West Coast,0.5019040974204025,2.5
2016-07-10,West Coast,0.4574872949872951,2.5
2016-07-10,South,0.427298206278027,2.9375
2016-07-10,Mid West,0.4026271026955042,2.6666666666666665
2016-07-10,Mid West,0.4463384213654888,3.0
2016-07-10,South,0.4919190434186024,3.0
2016-07-10,South West,0.4861488054948112,2.0
2016-07-10,Mid Atlantic,0.479442936855642,4.0
2016-07-10,South,0.4409821428571426,3.0
2016-07-10,South West,0.4715015987210221,2.466666666666667
2016-07-10,South West,0.5221666666666669,2.2857142857142856
2016-07-10,West Coast,0.4803090148698893,2.6
2016-07-11,South West,0.5367672119972743,2.0
2016-07-11,West Coast,0.4641871600398366,2.473684210526316
2016-07-11,West Coast,0.4869029605937577,2.6
2016-07-11,West Coast,0.5228256648910222,2.0
2016-07-11,South,0.4816836471972929,2.0
2016-07-11,South,0.5161001856693559,2.5517241379310347
2016-07-11,South,0.4485613398215238,2.0
2016-07-11,South,0.4485613398215238,2.0
2016-07-11,South,0.383492778831963,2.6296296296296298
2016-07-11,Mid West,0.4922589597209011,2.5
2016-07-11,Mid West,0.4587081339712924,2.0
2016-07-11,Mid West,0.4199196390304314,2.4
2016-07-11,Mid West,0.4591756272401422,2.0
2016-07-11,Mid West,0.4999697090618881,2.0
2016-07-11,South,0.3732459042218015,2.0
2016-07-11,South West,0.438854244229338,2.1666666666666665
2016-07-11,Mid Atlantic,0.474314320388349,2.333333333333333
2016-07-11,West Coast,0.4975421404491165,2.0
2016-07-11,Mid Atlantic,0.4902726665724447,2.333333333333333
2016-07-11,Mid Atlantic,0.4525784482758623,2.4285714285714284
2016-07-11,South,0.3900490747686921,2.0
2016-07-11,South West,0.5036452718888488,2.52
2016-07-11,South West,0.479749573157717,2.2151898734177213
2016-07-11,West Coast,0.4589205662741872,2.0
2016-07-12,South West,0.4379019508843038,2.111111111111111
2016-07-12,West Coast,0.4775282117091187,2.4909090909090907
2016-07-12,West Coast,0.5158134513129535,2.888888888888889
2016-07-12,West Coast,0.5160386982175926,2.6666666666666665
2016-07-12,Rocky Mountains,0.404789821917688,2.5
2016-07-12,Rocky Mountains,0.404789821917688,2.5
2016-07-12,South,0.418778167487811,2.0
2016-07-12,South,0.4540466938156541,2.3666666666666667
2016-07-12,South,0.4103262382139875,2.581395348837209
2016-07-12,Mid West,0.4772521775037434,2.1538461538461537
2016-07-12,Great Plains,0.4947790258687849,2.5
2016-07-12,Great Plains,0.4947790258687849,2.5
2016-07-12,New England,0.5406371713143701,2.5
2016-07-12,Mid West,0.4818244630723012,2.4444444444444446
2016-07-12,Mid West,0.5294658491953,2.0
2016-07-12,South,0.4610243545802061,2.055555555555556
2016-07-12,South West,0.4226598827944425,2.0
2016-07-12,Mid Atlantic,0.4529372970779231,2.2222222222222223
2016-07-12,Mid Atlantic,0.4746369137984695,2.2857142857142856
2016-07-12,Mid Atlantic,0.3780606340965008,2.0
2016-07-12,South,0.4953734711547948,2.0
2016-07-12,South West,0.4926458574807417,2.5454545454545454
2016-07-12,South West,0.4764348851548292,2.2151898734177213
2016-07-12,South West,0.4367605981962483,2.588235294117647
2016-07-12,West Coast,0.3949967686967078,2.14
2016-07-13,South West,0.4267336612622794,2.1818181818181817
2016-07-13,West Coast,0.5065555811626392,2.5
2016-07-13,West Coast,0.5211512643033116,2.736842105263158
2016-07-13,West Coast,0.5581925847449697,2.0
2016-07-13,Rocky Mountains,0.4137463851238424,2.857142857142857
2016-07-13,South,0.4420424549811362,2.0
2016-07-13,South,0.5548204779320632,2.2
2016-07-13,South,0.4808888788140238,3.0
2016-07-13,South,0.4808888788140238,3.0
2016-07-13,South,0.4475227941051393,2.6739130434782608
2016-07-13,Mid West,0.5706886448298645,2.6
2016-07-13,Mid West,0.4483564241396139,2.0
2016-07-13,Great Plains,0.4544048703366093,2.0
2016-07-13,Great Plains,0.4544048703366093,2.0
2016-07-13,New England,0.5190404285606236,2.0
2016-07-13,Mid West,0.538400108642481,2.4444444444444446
2016-07-13,Mid West,0.465444585548721,2.333333333333333
2016-07-13,South,0.4591910999526631,2.0689655172413794
2016-07-13,South West,0.4238154022174766,2.0
2016-07-13,Mid Atlantic,0.4629431679431671,2.333333333333333
2016-07-13,Mid Atlantic,0.4751023537655001,2.272727272727273
2016-07-13,Mid Atlantic,0.4718092705850545,2.0
2016-07-13,South,0.4790659648465084,2.0
2016-07-13,South West,0.4924561867998187,2.6
2016-07-13,South West,0.4228189988538626,2.2717391304347827
2016-07-13,West Coast,0.4253603171416247,2.0754716981132075
2016-07-14,South West,0.4229596505297257,2.0
2016-07-14,West Coast,0.4149002921020108,2.484848484848485
2016-07-14,West Coast,0.4592899327284101,2.8
2016-07-14,West Coast,0.4078828890720894,3.0
2016-07-14,Rocky Mountains,0.4636333289172766,2.0
2016-07-14,South,0.3793093785029273,4.0
2016-07-14,South,0.4952640265820222,2.380952380952381
2016-07-14,South,0.5699001861986053,2.5
2016-07-14,Mid West,0.4703269792149889,2.625
2016-07-14,Mid West,0.5030410648948239,3.0
2016-07-14,Mid West,0.4965168003054597,2.6666666666666665
2016-07-14,Mid West,0.5566896867764355,2.0
2016-07-14,Mid West,0.5277432274882748,2.0
2016-07-14,South,0.459769107871981,2.0
2016-07-14,Mid Atlantic,0.5456559803331312,2.0
2016-07-14,Mid Atlantic,0.485187363567612,2.5
2016-07-14,Mid Atlantic,0.5191918701442834,2.2857142857142856
2016-07-14,South,0.5098769996616884,2.5
2016-07-14,South West,0.6066930388328465,2.4651162790697674
2016-07-14,South West,0.4757263720400225,2.25
2016-07-14,South West,0.4823889700901176,2.3076923076923075
2016-07-14,West Coast,0.4949455005676607,2.0869565217391304
2016-07-15,South West,0.4081277332258939,2.083333333333333
2016-07-15,West Coast,0.4940423379039232,2.5357142857142856
2016-07-15,West Coast,0.588089599314904,2.76
2016-07-15,West Coast,0.4645111823049927,2.75
2016-07-15,Rocky Mountains,0.6094948200802273,2.2
2016-07-15,Rocky Mountains,0.6094948200802273,2.2
2016-07-15,South,0.5175527903469105,4.0
2016-07-15,South,0.4844160418086803,2.25
2016-07-15,South,0.4419666057418434,3.0
2016-07-15,South,0.4419666057418434,3.0
2016-07-15,South,0.5209771807508942,2.696969696969697
2016-07-15,Mid West,0.4890219652471884,2.5
2016-07-15,Great Plains,0.5890997424841304,2.5
2016-07-15,Great Plains,0.5890997424841304,2.5
2016-07-15,New England,0.5132597895967276,2.0
2016-07-15,Mid West,0.4776813496693898,2.5
2016-07-15,Mid West,0.5654505921015343,2.0
2016-07-15,Mid Atlantic,0.5312382066115414,2.333333333333333
2016-07-15,Mid Atlantic,0.5076906587939015,2.4444444444444446
2016-07-15,Mid Atlantic,0.527638268523755,2.6666666666666665
2016-07-15,South West,0.5348228094433356,2.3529411764705883
2016-07-15,South West,0.4880469615982497,2.339622641509434
2016-07-15,West Coast,0.4664006991685544,2.1666666666666665
2016-07-16,West Coast,0.5236863411226824,2.388888888888889
2016-07-16,West Coast,0.4951209927885345,2.0
2016-07-16,West Coast,0.4676595147982031,2.0
2016-07-16,Rocky Mountains,0.4760813586937276,3.0
2016-07-16,South,0.475139905747706,2.533333333333333
2016-07-16,South,0.3993446090666112,3.1
2016-07-16,Great Plains,0.506807024398043,2.0
2016-07-16,Great Plains,0.506807024398043,2.0
2016-07-16,Mid West,0.4852814704574718,2.5
2016-07-16,West Coast,0.4762765915986144,2.0
2016-07-16,Mid Atlantic,0.4808277390209723,3.0
2016-07-16,South,0.4666228183192465,2.0
2016-07-16,South West,0.4790701520066155,2.4444444444444446
2016-07-16,South West,0.4764996406439192,2.212121212121212
2016-07-16,South West,0.4772469464383191,3.0
2016-07-17,West Coast,0.494262601391369,2.8
2016-07-17,West Coast,0.5463424333941335,2.0
2016-07-17,South,0.422603459424505,3.0
2016-07-17,Mid West,0.4496910919540202,2.0
2016-07-17,Mid West,0.5331615937013087,2.0
2016-07-17,South West,0.5130304664653142,3.0
2016-07-17,South West,0.4831729073148176,3.0
2016-07-18,South West,0.5386404256662871,2.125
2016-07-18,West Coast,0.4845555258148933,2.344262295081968
2016-07-18,West Coast,0.4718080844865254,2.583333333333333
2016-07-18,Rocky Mountains,0.4886244193744428,3.333333333333333
2016-07-18,South,0.4717537759832533,2.5217391304347827
2016-07-18,South,0.4859308694595552,2.0
2016-07-18,South,0.4859308694595552,2.0
2016-07-18,South,0.689934588829862,2.631578947368421
2016-07-18,Mid West,0.5161680911680897,2.6
2016-07-18,Great Plains,0.5138754124337939,2.333333333333333
2016-07-18,Great Plains,0.5138754124337939,2.333333333333333
2016-07-18,Mid West,0.4770481932202896,2.8
2016-07-18,Mid West,0.4824434776406825,2.0
2016-07-18,South,0.5464467606071193,2.0
2016-07-18,South West,0.4360249994899112,3.0
