City,Date,Score
San Antonio,2016-01-20,0.5334769064036413
Dallas,2016-01-20,0.3741480499758203
Houston,2016-01-20,0.4983342878436251
Kansas City,2016-01-20,0.5019654550569431
Minneapolis,2016-01-20,0.6260852287465897
Chicago,2016-01-20,0.44633157906318704
Nashville,2016-01-20,0.38492477889996524
Indianapolis,2016-01-20,0.46180886488454154
Atlanta,2016-01-20,0.34724828768614036
Detroit,2016-01-20,0.41399833351388926
Jacksonville,2016-01-20,0.4943764599102076
Charlotte,2016-01-20,0.43111856926004205
Miami,2016-01-20,0.44143529951597665
Pittsburgh,2016-01-20,0.42475226429365714
Philadelphia,2016-01-20,0.5324743723601644
New York,2016-01-20,0.40025682691902464
Boston,2016-01-20,0.4129619070995576
Vancouver,2016-01-21,0.4987299491394959
Portland,2016-01-21,0.4314050234484913
San Francisco,2016-01-21,0.5138955140183264
Seattle,2016-01-21,0.5459918941061972
Los Angeles,2016-01-21,0.5228043824189905
San Diego,2016-01-21,0.6218617711273501
Las Vegas,2016-01-21,0.47486594615421857
Phoenix,2016-01-21,0.47161685131354636
Albuquerque,2016-01-21,0.5257005114815501
Denver,2016-01-21,0.47040288835294447
San Antonio,2016-01-21,0.43947879261687717
Dallas,2016-01-21,0.5055981888077745
Houston,2016-01-21,0.503645748940454
Kansas City,2016-01-21,0.3212635268335499
Minneapolis,2016-01-21,0.5006997956982703
Chicago,2016-01-21,0.4766040437356167
Nashville,2016-01-21,0.546379244552474
Indianapolis,2016-01-21,0.5108312457886622
Atlanta,2016-01-21,0.48909404542089063
Detroit,2016-01-21,0.5144242936693746
Jacksonville,2016-01-21,0.48389648970139754
Charlotte,2016-01-21,0.4301259844304273
Miami,2016-01-21,0.436325342512375
Pittsburgh,2016-01-21,0.4570816876579599
Philadelphia,2016-01-21,0.37756307220802315
New York,2016-01-21,0.41681578171987044
Boston,2016-01-21,0.5462623034134847
Vancouver,2016-01-22,0.4949708575112629
Portland,2016-01-22,0.46873331947768515
San Francisco,2016-01-22,0.5089752600305351
Seattle,2016-01-22,0.5466013982735232
Los Angeles,2016-01-22,0.44424582280882774
San Diego,2016-01-22,0.506451003430632
Las Vegas,2016-01-22,0.4353970773161088
Phoenix,2016-01-22,0.4245403840955097
Albuquerque,2016-01-22,0.4766973934589025
Denver,2016-01-22,0.40721060122682295
San Antonio,2016-01-22,0.4936668727170266
Dallas,2016-01-22,0.4834034475072242
Houston,2016-01-22,0.4828260564738315
Kansas City,2016-01-22,0.516293948639368
Minneapolis,2016-01-22,0.6005543546707071
Chicago,2016-01-22,0.5470026492585993
Nashville,2016-01-22,0.48357652698854253
Indianapolis,2016-01-22,0.4825165465676978
Atlanta,2016-01-22,0.5964881942696068
Detroit,2016-01-22,0.5837243305779763
Jacksonville,2016-01-22,0.4684587036593672
Charlotte,2016-01-22,0.49810941999538194
Miami,2016-01-22,0.6100847895753228
Pittsburgh,2016-01-22,0.49822637085084476
Philadelphia,2016-01-22,0.4143007138750233
New York,2016-01-22,0.40625498607561766
Boston,2016-01-22,0.549717999858583
Vancouver,2016-01-23,0.41434832533829835
Portland,2016-01-23,0.474378226095022
San Francisco,2016-01-23,0.379732018222443
Seattle,2016-01-23,0.42418991229833114
Los Angeles,2016-01-23,0.5020401641785094
San Diego,2016-01-23,0.5137639848796465
Las Vegas,2016-01-23,0.47142826477708044
Phoenix,2016-01-23,0.4517996189252741
Albuquerque,2016-01-23,0.43857521801303245
Denver,2016-01-23,0.4089107491470625
San Antonio,2016-01-23,0.42238772530686475
Dallas,2016-01-23,0.4477685723479241
Houston,2016-01-23,0.4593533381289873
Kansas City,2016-01-23,0.4645698860863122
Minneapolis,2016-01-23,0.5760422398417758
Chicago,2016-01-23,0.5097469173123779
Nashville,2016-01-23,0.41303356897521537
Indianapolis,2016-01-23,0.523599708895137
Atlanta,2016-01-23,0.5247597490463229
Detroit,2016-01-23,0.4295310264607526
Jacksonville,2016-01-23,0.3617742522119893
Charlotte,2016-01-23,0.5011809051423586
Miami,2016-01-23,0.5398192406582729
Pittsburgh,2016-01-23,0.4373658785870317
Philadelphia,2016-01-23,0.6053919035182365
New York,2016-01-23,0.5663619026086083
Boston,2016-01-23,0.5957648976697557
Vancouver,2016-01-24,0.5097602410600786
Portland,2016-01-24,0.379210228635417
San Francisco,2016-01-24,0.5642117622469138
Seattle,2016-01-24,0.5044887785408918
Los Angeles,2016-01-24,0.49590820047004575
San Diego,2016-01-24,0.5329356890074576
Las Vegas,2016-01-24,0.42082536945176946
Phoenix,2016-01-24,0.4101919098573494
Albuquerque,2016-01-24,0.4188704486911622
Denver,2016-01-24,0.4079807576981471
San Antonio,2016-01-24,0.4503225626630903
Dallas,2016-01-24,0.4859280351027349
Houston,2016-01-24,0.4402173803877304
Kansas City,2016-01-24,0.5178717682552989
Minneapolis,2016-01-24,0.5466014015765821
Chicago,2016-01-24,0.3638324003377187
Nashville,2016-01-24,0.41710880941442635
Indianapolis,2016-01-24,0.44062360779571125
Atlanta,2016-01-24,0.3892755257649785
Detroit,2016-01-24,0.4599204517918299
Jacksonville,2016-01-24,0.43862451372719213
Charlotte,2016-01-24,0.44140065811597473
Miami,2016-01-24,0.576897543487406
Pittsburgh,2016-01-24,0.5139821880466189
Philadelphia,2016-01-24,0.4368518549834664
New York,2016-01-24,0.412612450077819
